date,Actual Time,to_minutes,slot,car1,car2,car3,car4,car5,car6,car7,car8,Holiday
25:42:37,13:00:01,780.0166667,6,10,24,45,18,19,25,38,27,N
25:42:37,13:06:11,786.1833333,6,10,24,45,18,19,25,38,28,N
25:42:37,13:12:22,792.3666667,6,10,24,43,18,19,25,38,28,N
25:42:37,13:18:34,798.5666667,6,10,24,46,18,19,25,38,27,N
25:42:37,13:24:45,804.75,6,10,24,46,18,19,24,38,27,N
25:42:37,13:30:55,810.9166667,6,10,24,46,18,19,24,38,27,N
25:42:37,13:37:06,817.1,6,10,24,45,18,19,24,38,27,N
25:42:37,13:43:16,823.2666667,6,10,24,46,18,19,24,38,27,N
25:42:37,13:49:26,829.4333333,6,10,23,46,18,19,24,38,28,N
25:42:37,13:55:37,835.6166667,6,10,23,46,18,18,24,37,28,N
20:42:37,13:05:34,785.5666667,6,10,24,45,18,19,27,40,28,N
20:42:37,13:11:45,791.75,6,10,24,47,18,19,27,40,28,N
20:42:37,13:17:56,797.9333333,6,10,24,46,18,19,27,39,28,N
20:42:37,13:24:09,804.15,6,10,24,46,17,19,27,39,28,N
20:42:37,13:30:19,810.3166667,6,10,24,46,17,19,26,39,28,N
20:42:37,13:36:24,816.4,6,10,23,46,17,19,26,39,28,N
20:42:37,13:42:35,822.5833333,6,10,23,44,17,19,26,39,28,N
20:42:37,13:48:45,828.75,6,10,23,44,17,19,26,39,28,N
20:42:37,13:54:55,834.9166667,6,10,23,43,17,18,27,38,28,N
21:42:37,13:05:16,785.2666667,6,10,24,54,19,19,27,39,28,N
21:42:37,13:11:32,791.5333333,6,10,23,47,19,19,27,39,28,N
21:42:37,13:17:44,797.7333333,6,10,23,46,18,19,27,38,28,N
21:42:37,13:23:55,803.9166667,6,10,23,47,18,19,27,38,28,N
21:42:37,13:30:08,810.1333333,6,10,23,48,18,19,27,38,28,N
21:42:37,13:36:24,816.4,6,10,23,46,18,19,27,39,28,N
21:42:37,13:42:35,822.5833333,6,10,23,47,18,19,27,38,28,N
21:42:37,13:48:46,828.7666667,6,10,23,46,18,18,27,38,28,N
21:42:37,13:54:57,834.95,6,10,23,46,18,18,27,38,28,N
23:42:37,13:03:00,783,6,11,24,49,18,19,30,38,28,N
23:42:37,13:09:12,789.2,6,11,24,48,18,19,30,38,28,N
23:42:37,13:16:42,796.7,6,11,24,53,18,19,30,38,28,N
23:42:37,13:22:53,802.8833333,6,11,24,48,18,19,30,38,28,N
23:42:37,13:29:03,809.05,6,11,24,48,18,19,30,37,28,N
23:42:37,13:35:09,815.15,6,11,24,48,18,19,30,37,29,N
23:42:37,13:41:20,821.3333333,6,11,24,47,18,19,30,37,29,N
23:42:37,13:47:26,827.4333333,6,11,24,47,18,19,34,37,29,N
23:42:37,13:53:37,833.6166667,6,11,23,48,17,19,34,36,29,N
23:42:37,13:59:48,839.8,6,11,23,46,18,19,33,36,29,N
24:42:37,13:05:14,785.2333333,6,9,22,39,18,19,24,34,26,N
24:42:37,13:11:25,791.4166667,6,9,22,40,18,19,23,34,26,N
24:42:37,13:17:31,797.5166667,6,9,22,40,18,19,23,34,26,N
24:42:37,13:23:45,803.75,6,9,22,38,18,18,23,33,26,N
24:42:37,13:29:56,809.9333333,6,9,22,38,18,18,23,33,25,N
24:42:37,13:36:07,816.1166667,6,9,21,38,18,18,23,33,25,N
24:42:37,13:42:18,822.3,6,11,21,37,18,18,23,33,25,N
24:42:37,13:48:28,828.4666667,6,9,21,37,18,18,23,33,25,N
24:42:37,13:54:40,834.6666667,6,9,21,37,18,18,22,33,25,N
