date,Actual Time,to_minutes,slot,car1,car2,car3,car4,car5,car6,car7,car8,Holiday
25:42:37,16:05:59,965.9833333,9,11,23,45,19,18,25,37,28,N
25:42:37,16:12:08,972.1333333,9,11,23,44,19,18,25,37,28,N
25:42:37,16:18:20,978.3333333,9,11,23,46,19,18,25,37,28,N
25:42:37,16:24:34,984.5666667,9,11,23,48,19,18,26,38,28,N
25:42:37,16:30:45,990.75,9,11,23,46,19,18,26,38,28,N
25:42:37,16:37:00,997,9,11,24,47,19,18,27,38,28,N
25:42:37,16:43:15,1003.25,9,11,23,48,19,18,26,38,29,N
25:42:37,16:49:32,1009.533333,9,11,24,46,19,18,27,38,29,N
25:42:37,16:55:49,1015.816667,9,11,24,46,19,18,28,38,29,N
19:42:37,16:02:06,962.1,9,10,23,47,18,18,26,37,28,N
19:42:37,16:08:18,968.3,9,10,23,43,18,18,26,38,28,N
19:42:37,16:14:31,974.5166667,9,10,23,44,18,18,26,38,28,N
19:42:37,16:20:44,980.7333333,9,10,23,44,18,18,26,38,28,N
19:42:37,16:27:02,987.0333333,9,10,23,45,18,18,27,39,28,N
19:42:37,16:33:13,993.2166667,9,10,23,45,18,18,27,39,28,N
19:42:37,16:39:25,999.4166667,9,10,23,45,18,19,28,38,28,N
19:42:37,16:45:37,1005.616667,9,10,23,45,18,18,29,39,28,N
19:42:37,16:51:49,1011.816667,9,10,24,46,18,19,29,39,28,N
19:42:37,16:58:00,1018,9,10,24,46,19,19,30,38,29,N
26:42:37,16:09:12,969.2,9,10,23,45,19,18,27,39,28,N
26:42:37,16:15:27,975.45,9,10,23,45,19,18,27,39,28,N
26:42:37,16:21:39,981.65,9,10,23,48,19,18,29,39,28,N
26:42:37,16:27:49,987.8166667,9,10,23,46,19,18,28,40,28,N
26:42:37,16:33:58,993.9666667,9,10,23,46,19,18,28,40,28,N
26:42:37,16:40:08,1000.133333,9,10,23,49,19,18,29,40,28,N
26:42:37,16:46:19,1006.316667,9,10,23,48,19,18,30,40,29,N
26:42:37,16:52:29,1012.483333,9,10,23,48,19,19,29,39,29,N
26:42:37,16:58:39,1018.65,9,11,24,48,19,18,30,39,29,N
20:42:37,16:04:56,964.9333333,9,10,23,45,18,18,27,37,28,N
20:42:37,16:11:11,971.1833333,9,10,23,46,18,18,27,37,28,N
20:42:37,16:17:22,977.3666667,9,11,23,46,18,18,27,37,28,N
20:42:37,16:23:33,983.55,9,11,23,46,18,18,28,38,28,N
20:42:37,16:29:43,989.7166667,9,11,23,46,18,18,29,38,28,N
20:42:37,16:35:53,995.8833333,9,13,24,46,18,18,29,38,28,N
20:42:37,16:42:00,1002,9,13,24,46,18,19,30,38,29,N
20:42:37,16:48:10,1008.166667,9,12,24,46,18,18,31,38,29,N
20:42:37,16:54:20,1014.333333,9,12,24,46,19,19,31,39,29,N
21:42:37,16:05:03,965.05,9,11,23,49,19,18,27,37,28,N
21:42:37,16:11:13,971.2166667,9,11,23,48,19,18,27,37,28,N
21:42:37,16:37:07,997.1166667,9,11,25,48,19,18,29,38,29,N
21:42:37,16:43:26,1003.433333,9,11,25,49,19,18,29,38,29,N
21:42:37,16:49:46,1009.766667,9,11,24,49,19,18,31,38,29,N
21:42:37,16:55:58,1015.966667,9,11,24,50,20,18,31,39,29,N
22:42:37,16:33:47,993.7833333,9,11,23,50,19,19,35,38,28,N
22:42:37,16:39:57,999.95,9,12,23,50,20,19,36,38,28,N
22:42:37,16:46:07,1006.116667,9,12,24,49,20,18,36,38,29,N
22:42:37,16:52:17,1012.283333,9,12,24,50,20,19,37,39,29,N
22:42:37,16:58:23,1018.383333,9,12,24,50,20,19,37,39,29,N
23:42:37,16:02:13,962.2166667,9,11,23,55,18,18,31,36,29,N
23:42:37,16:08:22,968.3666667,9,11,23,55,19,18,27,37,29,N
23:42:37,16:14:33,974.55,9,11,23,55,19,18,27,37,29,N
23:42:37,16:20:43,980.7166667,9,11,23,57,18,18,27,37,29,N
23:42:37,16:26:53,986.8833333,9,11,23,56,19,18,27,38,29,N
23:42:37,16:33:04,993.0666667,9,12,24,57,19,18,27,38,29,N
23:42:37,16:39:25,999.4166667,9,12,24,57,19,18,27,38,29,N
23:42:37,16:45:43,1005.716667,9,12,24,57,19,18,27,39,29,N
23:42:37,16:52:01,1012.016667,9,12,24,57,18,18,27,40,30,N
23:42:37,16:58:21,1018.35,9,12,24,56,19,18,27,41,30,N
