date,Actual Time,to_minutes,slot,car1,car2,car3,car4,car5,car6,car7,car8,Holiday
25:42:37,10:02:50,602.8333333,3,10,24,57,19,31,24,40,26,N
25:42:37,10:08:59,608.9833333,3,10,25,57,19,30,24,40,26,N
25:42:37,10:15:08,615.1333333,3,10,25,56,19,30,24,40,26,N
25:42:37,10:21:18,621.3,3,11,25,55,19,30,24,40,26,N
25:42:37,10:27:29,627.4833333,3,11,25,53,19,32,25,40,26,N
25:42:37,10:33:39,633.65,3,11,25,53,19,30,25,40,26,N
25:42:37,10:39:50,639.8333333,3,11,25,58,19,30,25,40,27,N
25:42:37,10:49:20,649.3333333,3,11,25,55,19,28,26,40,27,N
25:42:37,10:55:28,655.4666667,3,11,25,55,19,27,26,39,27,N
20:42:37,10:05:53,605.8833333,3,10,24,50,18,33,24,39,27,N
20:42:37,10:12:03,612.05,3,10,24,50,19,31,24,39,27,N
20:42:37,10:18:16,618.2666667,3,10,24,50,19,31,24,39,27,N
20:42:37,10:24:25,624.4166667,3,11,24,50,19,32,24,40,27,N
20:42:37,10:30:36,630.6,3,10,25,51,19,31,24,41,27,N
20:42:37,10:36:46,636.7666667,3,11,24,51,19,30,24,41,27,N
20:42:37,10:42:52,642.8666667,3,11,24,52,19,29,25,41,27,N
20:42:37,10:49:01,649.0166667,3,11,25,52,19,28,25,41,27,N
20:42:37,10:55:12,655.2,3,11,25,51,19,27,25,41,27,N
21:42:37,10:04:17,604.2833333,3,10,25,56,19,33,24,39,26,N
21:42:37,10:10:28,610.4666667,3,11,25,56,20,33,25,39,26,N
21:42:37,10:16:39,616.65,3,10,25,58,20,33,25,39,26,N
21:42:37,10:22:49,622.8166667,3,11,24,57,20,33,25,39,27,N
21:42:37,10:29:00,629,3,11,24,54,20,33,25,39,26,N
21:42:37,10:35:16,635.2666667,3,11,25,55,20,32,25,40,27,N
21:42:37,10:42:31,642.5166667,3,11,25,59,19,32,25,39,27,N
21:42:37,10:48:42,648.7,3,11,25,56,19,31,25,39,27,N
21:42:37,10:54:54,654.9,3,11,25,56,19,29,25,39,27,N
22:42:37,10:01:25,601.4166667,3,11,24,53,19,29,30,39,26,N
22:42:37,10:07:35,607.5833333,3,13,24,54,19,29,25,39,26,N
22:42:37,10:14:47,614.7833333,3,11,24,54,19,29,24,39,26,N
22:42:37,10:21:03,621.05,3,11,24,53,19,29,24,39,26,N
22:42:37,10:27:08,627.1333333,3,11,24,53,19,29,24,40,27,N
22:42:37,10:33:19,633.3166667,3,11,25,55,19,29,24,40,27,N
22:42:37,10:39:30,639.5,3,12,25,53,19,28,25,40,27,N
22:42:37,10:45:39,645.65,3,14,24,53,19,27,25,40,27,N
22:42:37,10:51:50,651.8333333,3,12,24,56,19,26,25,40,27,N
22:42:37,10:57:56,657.9333333,3,12,24,56,19,25,26,40,27,N
23:42:37,10:01:24,601.4,3,9,23,40,17,18,22,40,26,N
23:42:37,10:07:34,607.5666667,3,10,23,41,17,18,22,40,26,N
23:42:37,10:13:45,613.75,3,10,24,42,17,18,23,40,26,N
23:42:37,10:19:54,619.9,3,10,24,42,17,18,23,40,27,N
23:42:37,10:29:24,629.4,3,10,24,44,18,18,23,41,27,N
23:42:37,10:54:52,654.8666667,3,10,24,46,18,19,24,40,35,N
24:42:37,10:01:51,601.85,3,8,21,35,16,17,21,34,24,N
24:42:37,10:07:57,607.95,3,8,21,35,16,17,21,34,24,N
24:42:37,10:14:06,614.1,3,8,21,35,16,17,21,35,24,N
24:42:37,10:20:18,620.3,3,8,21,35,17,17,21,35,25,N
24:42:37,10:26:29,626.4833333,3,8,21,36,17,17,21,35,25,N
24:42:37,10:32:40,632.6666667,3,9,21,36,17,17,21,35,25,N
24:42:37,10:38:51,638.85,3,9,21,36,16,18,21,35,25,N
24:42:37,10:45:03,645.05,3,9,21,36,16,18,21,36,25,N
24:42:37,10:51:13,651.2166667,3,9,22,37,17,18,22,35,25,N
24:42:37,10:57:24,657.4,3,9,22,37,17,18,22,35,25,N
